INDICATORS;PRCCODE;PRCCODE_LABEL;DECL;PERIOD;Value;Flag and Footnotes
PQNTBASE;8121300;Mélanges de laitiers et de déchets industriels similaires, comprenant ou non des cailloux, graviers, galets et silex pour utilisation dans la construction;EU27TOTALS_2020;Jan.-Dec. 2017;500 000 000;
PQNTBASE;8122140;Kaolin, non calciné;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8122160;Argiles kaoliniques (ball clays) et argiles plastiques;EU27TOTALS_2020;Jan.-Dec. 2017;700 000 000;
PQNTBASE;8122210;Bentonite;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8122230;Argiles réfractaires;EU27TOTALS_2020;Jan.-Dec. 2017;3 000 000;
PQNTBASE;8122250;"Argiles courantes et schisteuses pour usages dans la construction (à l'exclusion de la bentonite, des argiles réfractaires, des argiles expansées, du kaolin et des argiles kaoliniques); andalousite, cyanite et sillimanite; mullite; terres de chamotte ou de dinas";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8122255;Argiles réfractaires;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8122260;Andalousite, cyanite et sillimanite;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8122270;Mullite;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8122280;Terres de chamotte ou de dinas;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8911100;Phosphates de calcium ou aluminocalciques naturels et craies phosphatées;EU27TOTALS_2020;Jan.-Dec. 2017;40 000 000;
PQNTBASE;8911200;"Pyrites de fer non grillées; soufre brut et soufre non raffiné, y compris le soufre récupéré";EU27TOTALS_2020;Jan.-Dec. 2017;600 000 000;
PQNTBASE;8911220;Phosphates de calcium ou aluminocalciques naturels et craies phosphatées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8911230;Soufre brut ou non raffiné (y compris le soufre récupéré);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8911900;Autres minéraux chimiques et engrais minéraux;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8931000;Sel, y compris le sel dénaturé (à l'exclusion du sel propre à l'alimentation humaine), et chlorure de sodium pur, même en solution aqueuse ou additionnés d'agents anti-agglomérants ou d'agents assurant une bonne fluidité;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8991000;"Bitumes et asphaltes naturels; asphaltites et roches asphaltiques";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992100;Pierres précieuses et semi-précieuses (à l'exclusion des diamants industriels), brutes ou simplement sciées ou dégrossies;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992110;Diamants bruts ou simplement sciés ou dégrossis;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992120;Pierres précieuses (autres que les diamants) et semi-précieuses, brutes ou simplement sciées ou dégrossies;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992200;"Diamants industriels, bruts ou dégrossis; pierre ponce; émeri; corindon et grenat naturels et autres abrasifs naturels";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992210;Diamants industriels, bruts ou simplement sciés, clivés ou débrutés, mais ni montés ni sertis;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992220;Pierre ponce;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992230;"Émeri; corindon et grenat naturels et autres abrasifs naturels, même traités thermiquement";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;8992900;Autres minéraux;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;100000Z1;Préparations et conserves à base de viandes, abats et sang, y compris les plats préparés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;100000Z2;Poissons, crustacés, mollusques et autres invertébrés aquatiques, autrement préparés ou conservés, y compris les plats préparés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;100000Z3;Légumes (à l'exclusion des pommes de terre) conservés autrement qu'au vinaigre ou à l'acide acétique, y compris les plats préparés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;100000Z4;"Autres préparations et conserves à base de crustacés, mollusques, autres invertébrés aquatiques et algues congelés, séchés, salés ou en saumure; autres préparations et conserves à base de poisons; plats préparés à base de poissons, de crustacés et de mollusques";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10111140;Viandes bovines, fraîches ou réfrigérées, en carcasses, demi-carcasses ou quartiers;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10111190;Viandes bovines, fraîches ou réfrigérées, en morceaux;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10111230;Viandes porcines, fraîches ou réfrigérées, en carcasses ou demi-carcasses, y compris les viandes fraîches emballées avec du sel pour conservation temporaire;EU27TOTALS_2020;Jan.-Dec. 2017;300 000 000;
PQNTBASE;10111250;Jambons, épaules de porc et leurs morceaux non désossés, frais ou réfrigérés, y compris les viandes fraîches emballées avec du sel pour conservation temporaire;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10111290;Autres viandes porcines, fraîches ou réfrigérées, y compris les viandes fraîches emballées avec du sel pour conservation temporaire (à l'exclusion des carcasses ou demi-carcasses et des jambons, épaules et leurs morceaux, non désossés);EU27TOTALS_2020;Jan.-Dec. 2017;600 000 000;
PQNTBASE;10111300;Viandes ovines ou d'agneau, fraîches ou réfrigérées, en carcasses, demi-carcasses ou quartiers;EU27TOTALS_2020;Jan.-Dec. 2017;500 000;
PQNTBASE;10111400;Viande de caprins, fraîche ou réfrigérée;EU27TOTALS_2020;Jan.-Dec. 2017;300 000;
PQNTBASE;10111500;Viande de cheval et autres équidés, fraîche, ou réfrigérée;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10112000;Abats comestibles d'animaux de boucherie, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10113100;Viandes bovines congelées ou surgelées, en carcasses, demi-carcasses ou quartiers;EU27TOTALS_2020;Jan.-Dec. 2017;80 000;
PQNTBASE;10113230;Viandes porcines, congelées ou surgelées, en carcasses ou demi-carcasses;EU27TOTALS_2020;Jan.-Dec. 2017;300 000;
PQNTBASE;10113250;Jambons, épaules de porc et leurs morceaux non désossés, congelés;EU27TOTALS_2020;Jan.-Dec. 2017;30 000;
PQNTBASE;10113290;Autres viandes porcines, congelées ou surgelées (à l'exclusion des carcasses ou demi-carcasses et des jambons, épaules et leurs morceaux, non désossés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10113300;Viandes ovines ou d'agneau, congelées ou surgelées, en carcasses, demi-carcasses ou quartiers;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10113400;Viande de caprins, congelée ou surgelée;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10113500;Viande de cheval, congelée ou surgelée;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10113910;Abats comestibles des animaux des espèces bovine, porcine, ovine, caprine, chevaline, asine ou mulassière, congelés;EU27TOTALS_2020;Jan.-Dec. 2017;80 000 000;
PQNTBASE;10113930;Viandes et abats comestibles, frais, réfrigérés, congelés ou surgelés, y compris de lapins, de lièvres et de gibier (à l'exclusion des cuisses de grenouilles et des viandes et abats de volailles et d'animaux des espèces bovine, chevaline, ovine et caprine);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10114100;Laines en suint, y compris les laines lavées à dos, non cardées ni peignées (à l'exclusion des laines de tonte);EU27TOTALS_2020;Jan.-Dec. 2017;2 000 000;
PQNTBASE;10114200;Cuirs et peaux bruts de bovins ou d'équidés, entiers (à l'exclusion de ceux liés au SH 4101 90);EU27TOTALS_2020;Jan.-Dec. 2017;5 000 000;
PQNTBASE;10114300;Autres cuirs et peaux bruts de bovins ou d'équidés;EU27TOTALS_2020;Jan.-Dec. 2017;200 000;
PQNTBASE;10114400;Peaux d'ovins brutes;EU27TOTALS_2020;Jan.-Dec. 2017;200 000;
PQNTBASE;10114500;Peaux de caprins, fraîches ou conservées, non tannées, brutes;EU27TOTALS_2020;Jan.-Dec. 2017;40 000;
PQNTBASE;10115040;Graisses de porc sans parties maigres, non fondues, fraîches, réfrigérées, congelées, salées, en saumure ou fumées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10115060;Saindoux et autres graisses de porc, fondues;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10115070;Graisses de bovins, ovins, caprins, brutes ou fondues;EU27TOTALS_2020;Jan.-Dec. 2017;8 000 000;
PQNTBASE;10116030;Boyaux, vessies et estomacs d'animaux (à l'exclusion des poissons), entiers ou en morceaux;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10116090;Autres déchets ne convenant pas à la consommation humaine (à l'exclusion des poissons, boyaux, vessies et estomacs);EU27TOTALS_2020;Jan.-Dec. 2017;20 000 000;
PQNTBASE;101200Z1;Canards, oies et pintades non découpés, frais, réfrigérés ou congelés;EU27TOTALS_2020;Jan.-Dec. 2017;7 000 000;
PQNTBASE;101200Z2;Morceaux de canards, d'oies et de pintades, frais, réfrigérés ou congelés;EU27TOTALS_2020;Jan.-Dec. 2017;7 000 000;
PQNTBASE;101200Z3;Abats de volailles, frais, réfrigérés ou congelés (à l'exclusion des foies gras d'oies et de canards, frais ou réfrigérés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10121010;Coqs et poules, non découpés, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10121020;Dindons et dindes, non découpés, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10121030;Canards, oies et pintades, non découpés, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;30 000 000;
PQNTBASE;10121040;Foies gras d'oies ou de canards, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10121050;Morceaux de coqs et de poules, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10121060;Morceaux de dindons et de dindes, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10121070;Morceaux de canards, d'oies et de pintades, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;5 000 000;
PQNTBASE;10122013;Coqs et poules, non découpés, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;6 000 000;
PQNTBASE;10122015;Dindons et dindes, non découpés, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10122017;Canards, oies et pintades, non découpés, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;4 000 000;
PQNTBASE;10122053;Morceaux de coqs ou poules, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10122055;Morceaux de dindons ou dindes, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10122057;Morceaux de canards, oies et pintades, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;2 000 000;
PQNTBASE;10122080;Foies de volailles, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10123000;Graisses de volailles;EU27TOTALS_2020;Jan.-Dec. 2017;30 000 000;
PQNTBASE;10124000;Abats comestibles de volailles;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10124020;Abats et foies de volailles, frais ou réfrigérés (à l'exclusion des foies gras de canard et d'oie);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10124050;Abats de volailles congelés (à l'exclusion des foies);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10125000;Peaux et parties d'oiseaux revêtues de leurs plumes ou de leur duvet, plumes et autres, travaillées;EU27TOTALS_2020;Jan.-Dec. 2017;400 000;
PQNTBASE;10131120;Jambons, épaules de porcs et leurs morceaux, non désossés, salés, en saumure, séchés ou fumés;EU27TOTALS_2020;Jan.-Dec. 2017;30 000 000;
PQNTBASE;10131150;Poitrines de porc et leurs morceaux, salés, en saumure, séchés ou fumés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131180;Autres viandes de porc comestibles, salées, en saumure, séchées ou fumées, y compris le bacon, les trois-quarts avant, les trois-quarts arrière ou milieux, les parties avant et leurs morceaux ainsi que les longes et leurs morceaux (à l'exclusion des jambons, épaules et leurs morceaux, non désossés, ainsi que des poitrines [entrelardés] et leurs morceaux);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131200;Viandes bovines, salées, en saumure, séchées ou fumées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131300;"Autres viandes et abats comestibles, salés, en saumure, séchés ou fumés; farines et poudres, comestibles, de viandes ou d'abats (à l'exclusion de la viande de porc et de b¿uf salée, en saumure, séchée ou fumée)";EU27TOTALS_2020;Jan.-Dec. 2017;200 000;
PQNTBASE;10131430;Saucisses, saucissons et produits similaires, de foie, et préparations alimentaires à base de ces produits (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;60 000;
PQNTBASE;10131460;Saucisses, saucissons et produits similaires, de viande, d'abats ou de sang, et préparations alimentaires à base de ces produits (à l'exclusion des saucisses et saucissons de foie ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131505;Préparations et conserves de foie d'oie ou de canard (à l'exclusion des saucisses et saucissons ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131515;Préparations et conserves de foies d'autres animaux (à l'exclusion des saucisses et saucissons ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131525;Préparations et conserves de dinde (à l'exclusion des saucisses et saucissons, des préparations de foies et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131535;Préparations et conserves d'autres volailles (à l'exclusion des saucisses et saucissons, des préparations de foies et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;7 000 000;
PQNTBASE;10131545;Préparations et conserves de porc: jambons et leurs morceaux (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131555;Préparations et conserves de porc: épaules et leurs morceaux (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10131565;Préparations et conserves de viande ou d'abats d'animaux domestiques de l'espèce porcine, y compris les mélanges, contenant en poids < 40 % de viande ou d'abats, de toutes espèces, y compris le lard et les graisses de toute nature ou origine (à l'exclusion des saucisses, saucissons et produits similaires, des préparations finement homogénéisées, des préparations à base de foie ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;80 000 000;
PQNTBASE;10131575;Autres préparations et conserves de porc, y compris les mélanges (à l'exclusion des saucisses, saucissons et produits similaires, des préparations finement homogénéisées, des préparations à base de foie ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;6 000 000;
PQNTBASE;10131585;Préparations et conserves de viandes de l'espèce bovine (à l'exclusion des saucisses, saucissons et produits similaires, des préparations finement homogénéisées, des préparations à base de foie ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;70 000;
PQNTBASE;10131595;Autres préparations et conserves d'autres animaux, préparations de sang et d'abats (à l'exclusion des saucisses, saucissons et produits similaires, des préparations finement homogénéisées, des préparations à base de foie ainsi que des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;30 000 000;
PQNTBASE;10131600;"Farines, poudres et pellets de viandes ou d'abats, impropres à l'alimentation humaine; cretons";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10139100;Cuisson et autres services de préparation de produits à base de viande;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201100;Filets de poissons et chair de poissons (même hachée), frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;800 000 000;
PQNTBASE;10201110;Filets de poissons frais ou réfrigérés et viandes de poisson (y compris ailerons de requins), y compris hachées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201200;Foies, ¿ufs et laitances de poissons, frais ou réfrigérés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201330;Poissons de mer congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201360;Poissons d'eau douce congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201400;Filets de poissons, congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201500;Chair de poissons (à l'exclusion des filets), même hachée, congelée ou surgelée;EU27TOTALS_2020;Jan.-Dec. 2017;40 000;
PQNTBASE;10201510;Viandes de poissons, congelées ou surgelées, y compris hachées (à l'exclusion des filets et du surimi);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201520;Surimi cru, congelé ou surgelé;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10201600;Foies, ¿ufs et laitances de poissons congelés ou surgelés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202100;Filets de poissons salés, séchés ou en saumure, mais non fumés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202200;"Farines, poudres et pellets de poissons, propres à l'alimentation humaine; foies, ¿ufs et laitances de poissons, séchés, salés, en saumure ou fumés";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202250;"Foies, ¿ufs, nageoires, têtes, queues, vessies natatoires et autres abats de poissons comestibles, séchés, salés ou fumés; farines, poudres et pellets de poissons pour alimentation humaine";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202300;Poissons séchés ou salés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202350;"Poissons séchés, salés ou non; poissons salés, mais non séchés; poissons en saumure (à l'exclusion des filets, des poissons fumés, ainsi que des têtes, queues et vessies natatoires)";EU27TOTALS_2020;Jan.-Dec. 2017;400 000;
PQNTBASE;10202420;Saumons du Pacifique, Atlantique, Danube, fumés (y compris les filets);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202425;Saumons du Pacifique, de l'Atlantique et du Danube, fumés, y compris les filets (à l'exclusion des têtes, queues et vessies natatoires);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202450;Harengs fumés (y compris les filets);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202455;Harengs fumés, y compris les filets (à l'exclusion des têtes, queues et vessies natatoires);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202470;Truites fumées, y compris les filets (à l'exclusion des têtes, queues et vessies natatoires);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202475;Poissons fumés, à l'exclusion des harengs, truites et saumons du Pacifique, de l'Atlantique et du Danube;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202480;Autres poissons fumés (à l'exclusion des saumons et des harengs), y compris les filets;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202485;Poissons fumés (à l'exclusion des harengs, ainsi que des saumons du Pacifique, de l'Atlantique et du Danube), y compris les filets, mais à l'exclusion des têtes, queues et vessies natatoires;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202510;Préparations et conserves de saumons, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;3 000 000;
PQNTBASE;10202520;Préparations et conserves de harengs, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202530;Préparations et conserves de sardines, sardinelles, sprats et esprots, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;500 000;
PQNTBASE;10202540;Préparations et conserves de thons, de listaos et de bonites «Sarda spp.», entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;500 000;
PQNTBASE;10202550;Préparations et conserves de maquereaux, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;2 000 000;
PQNTBASE;10202560;Préparations et conserves d'anchois, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202570;Filets de poissons, enrobés de pâte ou de chapelure, y compris bâtonnets de poissons (à l'exclusion des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202580;Autres préparations et conserves d'autres poissons, entiers ou en morceaux (à l'exclusion des produits de poissons hachés et des plats préparés);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202590;Préparations et conserves de poissons (à l'exclusion des plats préparés et des préparations et conserves de poissons entiers ou en morceaux);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202630;Caviar;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10202660;Succédanés de caviar;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10203100;Crustacés, congelés ou surgelés, séchés, salés ou en saumure;EU27TOTALS_2020;Jan.-Dec. 2017;2 000 000;
PQNTBASE;10203200;Mollusques (Coquilles Saint-Jacques ou peignes, pétoncles et vanneaux, moules, seiches et sépioles, calmars et encornets, poulpes ou pieuvres), congelés ou surgelés, séchés, fumés, salés ou en saumure;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10203250;Mollusques (Coquilles Saint-Jacques ou peignes, pétoncles et vanneaux, moules, seiches et sépioles, calmars et encornets, poulpes ou pieuvres), congelés ou surgelés, séchés, fumés, salés ou en saumure;EU27TOTALS_2020;Jan.-Dec. 2017;3 000 000;
PQNTBASE;10203300;"Autres invertébrés aquatiques (palourdes, clovisses, méduses, etc.), congelés, séchés, fumés, salés ou en saumure; farines, poudres et pellets d'invertébrés aquatiques autres que les crustacés, propres à l'alimentation humaine, congelés ou surgelés, séchés, fumés, salés ou en saumure";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10203350;"Autres invertébrés aquatiques (palourdes, clovisses, méduses, etc.), congelés, séchés, fumés, salés ou en saumure; farines, poudres et pellets d'invertébrés aquatiques autres que les crustacés, propres à l'alimentation humaine, congelés ou surgelés, séchés, fumés, salés ou en saumure";EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10203400;Autres préparations et conserves à base de crustacés, mollusques, autres invertébrés aquatiques et algues;EU27TOTALS_2020;Jan.-Dec. 2017;4 000 000;
PQNTBASE;10204100;Farines, poudres et pellets de poissons, crustacés, mollusques et autres invertébrés aquatiques, impropres à l'alimentation humaine;EU27TOTALS_2020;Jan.-Dec. 2017;50 000 000;
PQNTBASE;10204200;Autres produits de poissons non comestibles à base de poissons, crustacés, mollusques, autres invertébrés aquatiques ou algues (à l'exclusion des fanons de baleine ou d'autres mammifères, du corail et des matières similaires, des coquilles et carapaces, des os de seiches et des éponges brutes ou simplement préparées/naturelles);EU27TOTALS_2020;Jan.-Dec. 2017;40 000 000;
PQNTBASE;10204250;Têtes, queues et vessies natatoires de poissons et autres abats comestibles de poissons, séchés, salés, en saumure ou fumés;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10311110;Pommes de terre, non cuites ou cuites à l'eau ou à la vapeur, congelées ou surgelées;EU27TOTALS_2020;Jan.-Dec. 2017;30 000 000;
PQNTBASE;10311130;Pommes de terre préparées ou conservées autrement qu'au vinaigre ou à l'acide acétique, congelées ou surgelées, y compris les pommes de terre entièrement ou partiellement frites et ensuite congelées ou surgelées;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10311200;Pommes de terre, déshydratées, coupées ou non, mais sans autre préparation;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10311300;Pommes de terre déshydratées sous forme de farine, de poudre, de flocons, de granulés ou de pellets;EU27TOTALS_2020;Jan.-Dec. 2017;6 000 000;
PQNTBASE;10311430;Pommes de terre préparées ou conservées, sous forme de farine, semoule ou flocons (à l'exclusion des chips et des produits congelés ou surgelés, ou préparés ou conservés au vinaigre ou à l'acide acétique);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10311460;Autres préparations ou conserves de pommes de terre, y compris les chips (à l'exclusion des produits congelés ou surgelés, séchés, préparés ou conservés au vinaigre ou à l'acide acétique, ou sous forme de farines, semoules ou flocons);EU27TOTALS_2020;Jan.-Dec. 2017;300 000 000;
PQNTBASE;10321100;Jus de tomate;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10321210;Jus d'orange, non concentré, congelé;EU27TOTALS_2020;Jan.-Dec. 2017;30 000 000;
PQNTBASE;10321220;Jus d'orange, non concentré, non congelé;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10321230;Jus d'orange n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;4 000 000;
PQNTBASE;10321300;Jus de pamplemousse;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10321400;Jus d'ananas;EU27TOTALS_2020;Jan.-Dec. 2017;10 000 000;
PQNTBASE;10321500;Jus de raisin, y compris le moût;EU27TOTALS_2020;Jan.-Dec. 2017;2 000 000;
PQNTBASE;10321600;Jus de pomme;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10321700;Mélanges de jus de fruits et légumes;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10321910;Jus de tout autre agrume (à l'exclusion des oranges et pamplemousses), non concentré;EU27TOTALS_2020;Jan.-Dec. 2017;2 000 000;
PQNTBASE;10321920;Jus de tout autre fruit ou légume (à l'exclusion des oranges, pamplemousses, ananas, tomates, raisin et pommes), non concentré, non fermenté, sans addition d'alcool;EU27TOTALS_2020;Jan.-Dec. 2017;70 000 000;
PQNTBASE;10321930;Autres jus de fruits ou légumes n.c.a.;EU27TOTALS_2020;Jan.-Dec. 2017;500 000 000;
PQNTBASE;10391100;Légumes et mélanges de légumes congelés ou surgelés, non cuits ou cuits à l'eau ou à la vapeur (à l'exclusion des pommes de terre);EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10391200;Légumes conservés provisoirement au moyen de gaz sulfureux ou dans de l'eau salée, soufrée ou additionnée d'autres substances servant à assurer provisoirement leur conservation, mais impropres à l'alimentation en l'état;EU27TOTALS_2020;Jan.-Dec. 2017;:;
PQNTBASE;10391330;Oignons, séchés, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés;EU27TOTALS_2020;Jan.-Dec. 2017;70 000;
PQNTBASE;10391350;Champignons et truffes, séchés, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés;EU27TOTALS_2020;Jan.-Dec. 2017;30 000;
PQNTBASE;10391390;Légumes (à l'exclusion des pommes de terre, des oignons, des champignons et des truffes) et mélanges de légumes, séchés, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés;EU27TOTALS_2020;Jan.-Dec. 2017;200 000;
